,Unnamed: 0,사이트,검색 키워드,기업이름,포지션이름,포지션이름 전처리,마감일,상시 채용 여부,경력_min,경력_max,학력,학력 세부정보,제출서류,채용절차,채용형태_전처리,근무시간,근무장소 시,근무장소 구,근무형태,Hard Skill,Soft Skill,Tool,hard plus,soft plus,tool plus,산업군 전처리,설립,사원 수,기업 평균 연봉,기업 유형 전처리,기업 유형 전처리 _세부,매출액,Unnamed: 32,접수방법,총점,복지 및 급여,업무와 삶의 균형,사내문화,승진 기회,경영진,기업추천율,CEO 지지율,성장 가능성,하이라이트+태그,퇴사,입사,링크,sql,Python,r,R,tableau,powerbi,aws,kubernetes,kaflka,keras,nlp,pytorch,redash,streamlit,lookerstudio,devops,hadoop,bigquery,spark,hive,firebase,snowflake,databricks,airflow,GA
108,108,잡플래닛,데이터분석가,쿠팡,businessanalyst,비즈니스분석가,2024.4.21,1,3,8,999,999,999,"서류전형-sqltestand/or전화면접-화상면접–최종합격
전형절차는직무별로다르게운영될수있으며,일정및상황에따라변동될수있습니다.
전형일정및결과는지원서에등록하신이메일로개별안내드립니다.
참고사항
본공고는모집완료시조기마감될수있습니다.
고용형태는정규직으로수습기간12주를포함합니다.",정규직,999,서울,송파,999,"데이터분석,데이터시각화대시보드구축,비즈니스분석","빠른판단력,멀티태스킹,우선순위설정,비즈니스인텔리전스리포팅,경력3년","sql,tableau,powerbi","이커머스,인터넷서비스,프로그램이언어",경력,"python,r",이커머스,2013,10485,"4,898",대기업,999,"30조6,640억300만원",nan,999,3.2,3.0,3.1,3.2,2.8,2.7,47,57,43,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,스타트업

연봉업계평균이상

10,001명이상

설립10년이상

퇴사율5%이하

it,컨텐츠",12878,5708,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1264639,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,109,잡플래닛,데이터분석가,아임웹,dataanalyst,데이터분석가,2024.4.22,1,4,10,999,nan,999,*dataanalyst포지션은기술역량을확인하기위한코딩테스트를진행해요.,정규직,999,서울,강남,999,"데이터분석,기초통계학,데이터전처리,이커머스데이터분석,saas,gmv,mrr,ltv,cohort,retention","논리적사고,분석적사고,분석방법론,액션도출,의사결정능력,비즈니스적관점,커뮤니케이션","sql,python","데이터시각화,patool활용,데이터엔지니어링,대용량데이터분산처리,빅데이터,빅데이터분석,클라우드환경,사용자행동로그,app/web서비스데이터,데이터파이프라인구축,머신러닝,딥러닝,dag작성",999,"mixpanel,amplitude,tableau,redash,superset,airflow,kafka,datahub,databricks,googleanalytics,sql,scalar,pyspark",이커머스,2013,108,"5,447",중소기업,999,"168억7,823만원",nan,999,3.2,3.3,4.1,3.1,2.9,2.7,46,57,46,"연봉업계평균이상,지속성장중인기업,자유로운휴가,커피

음료

간식

리프레시휴가

연봉업계평균이상

인원급성장

51~300명

설립10년이상

it,컨텐츠",40,53,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1265137,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,잡플래닛,데이터분석가,데이터라이즈,dataanalyst,데이터분석가,2024.5.29,1,3,999,999,nan,999,서류검토→과제전형→기술인터뷰→컬처핏인터뷰→최종합격,정규직,999,서울,강남,999,"데이터분석,데이터웨어하우스,데이터마트,대시보드구축,데이터시각화,데이터적재,데이터가공,데이터전처리,정량적분석,funnel분석,코호트분석,a/b테스트,이커머스분석,모델링,머신러닝,데이터설계,서비스분석","논리적사고,커뮤니케이션,액션도출,인사이트도출,분석방법론,문제정의,문제해결능력,dat","python,tableau,superset,redash",999,999,999,컨설팅,2019,43,7410,중소기업,비상장,6억691만원,nan,999,4.0,4.0,3.7,3.3,3.3,3.7,67,100,67,999,13,13,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1255433,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,111,"잡플래닛,잡코리아",데이터분석가,핏펫(fitpet),productdataanalyst,프로덕트데이터분석가,2024.6.20,1,2,10,학력무관,999,"이력서,포트폴리오","서류접수>1차직무인터뷰>2차컬처핏인터뷰>처우협의>최종합격
*필수제출서류:자유양식의이력서또는경력기술서(pdf형식권장)
*지원하는포지션에따라레퍼런스체크,과제또는코딩테스트전형이추가될수있습니다.
*리더포지션의경우추가면접이진행될수있습니다.",정규직,주5일(월~금)09:00~18:00,서울,강남,999,"데이터분석,데이터가공,app/web서비스데이터,사용자행동로그,데이터시각화,대시보드구축","커뮤니케이션,액션도출,결과해석,문제정의,경력2년",sql,"데이터시각화,데이터베이스,클라우드환경,플랫폼서비스",플랫폼서비스에대한이해,"amplitude,mixpanel,ga/gtm,braze,redash,biqquery,tableau,",애견,2017,200,6032,중소기업,비상장,239억2천만원,nan,홈페이지지원,3.5,3.7,3.5,3.4,3.4,3.0,62,66,59,999,51,43,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1270062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,112,잡플래닛,데이터분석가,모요,dataanalyst(데이터분석가),데이터분석가,2024.6.10,1,3,10,999,nan,999,서류전형→쿼리테스트(sql)및실무인터뷰→컬쳐인터뷰→레퍼런스체크및처우협의→최종합격및입사,정규직,999,서울,강남,999,"프로덕트데이터분석,데이터전처리","논리적사고,분석적사고,문제정의,가설수립,인사이트도출,커뮤니케이션,경력3년",sql,"데이터분석,a/b테스트,데이터시각화,클라우드환경,대시보드구축","협업능력,커뮤니케이션","aws,gcp,amplitude,mixpanel,tableau,redash,quicksight",통신,2021,36,5416,스타트업,999,"3,301.6만원",nan,999,5.0,5.0,3.7,5.0,5.0,5.0,100,100,100,999,9,25,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1250480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,113,잡플래닛,데이터분석가,콘센트릭스서비스코리아catalyst,seoconsultant,seo컨설턴트,2024.6.30,1,1,10,999,999,999,"서류전형->1차면접->2차면접->최종합격
*단계별합격자에한해개별연락드리고있습니다.
*1차/2차면접후인성검사를실시할수있습니다.
*화상인터뷰와대면인터뷰를함께실시하고있습니다.",정규직,999,서울,강남,999,"데이터분석,디지털마케팅","이슈해결,성과분석,전략구축","microsoftoffice,excel",999,"커뮤니케이션,협업능력,능동적,적극성,책임감,호기심,학습의지,도전정신",999,마케팅,2014,"1,327","3,962",중소기업,999,"1,266억9,932만원",nan,999,2.5,2.3,2.8,2.6,2.6,2.1,24,32,18,"수평적인기업문화,퇴사율10%이하,다양한근무지원제도운영,",1068,1118,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1270831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,114,잡플래닛,데이터분석가,샌즈랩,코드분석팀_팀장급,코드분석가,2024.8.2,0,6,999,999,999,999,"1.서류전형
2.1차면접(인성/직무면접)
3.최종합격",정규직,999,경기,과천,999,"악성코드분석,취약점분석","논리적사고,커뮤니케이션,협업능력,경력6년",없음,"관련자격증,정보보호,보안,자체분석기술","프로젝트경험,보안컨퍼런스발표경험,정보보호관련전문교육수료",999,정보보안,2004,39,4674,스타트업,999,"117억2,191만원",nan,999,2.2,2.4,2.0,2.5,2.4,2.0,19,38,26,999,999,999,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1272031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,115,잡플래닛,데이터분석가,캐롯손해보험(주),서비스기획팀프로덕트데이터오너,프로덕트데이터오너,2024.5.7,1,3,8,999,nan,999,999,정규직,근무시간:오전8~10시사이에자유롭게출근,서울,중,999,"ga,데이터수집,데이터설계","논리적사고,it유관기업경험,경력3~7년","gtm(googletagmanager),javascript,googleanalytics","데이터수집,데이터추출,금융","협업능력,개발지식,커뮤니케이션","sql,googlebigquery",금융,2019,354,6181,대기업,999,"4,425억3,032만원",nan,999,3.4,3.3,3.9,3.2,3.1,2.5,54,48,42,999,66,107,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1266192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,116,잡플래닛,데이터분석가,쿠팡,sr.hrbusinessanalyticsspecialist(hr),비즈니스분석가,2024.6.17,1,3,8,학사,999,999,서류전형-전화인터뷰-화상(대면)면접–최종합격,정규직,999,서울,송파,999,"hr분석,비즈니스분석,비정형데이터,비정형데이터처리","디테일지향성,성과중심성,자율동기부여,협업능력,논리적사고,인사이트도출,학사,경력3년",sql,"데이터처리,데이터시각화,자동화,hr솔루션플랫폼,dpa도구사용","high-demand환경경험,데이터정확성추구,영어로소통,커뮤니케이션,협업능력","powerbi,tableau,powerautomate,greenhouse,workday",이커머스,2013,10485,"4,898",대기업,999,"30조6,640억300만원",nan,999,3.2,3.0,3.1,3.2,2.8,2.7,47,57,43,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,스타트업

연봉업계평균이상

10,001명이상

설립10년이상

퇴사율5%이하

it,컨텐츠",12878,5708,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1269534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,잡플래닛,데이터분석가,모비데이즈,[마케팅사업부문]데이터팀팀원,데이터분석가,2024.6.22,1,2,3,999,nan,999,서류검토-＞(티타임)-＞1차면접-＞2차면접-＞처우협의-＞입사,정규직,999,서울,강남,999,"데이터분석,비즈니스분석,데이터시각화,대시보드구축,데이터정제,데이터가공","논리적사고,분석적사고,문제정의,인사이트도출,커뮤니케이션,협업능력,경력2넌",sql,"salesforce운영,데이터시각화,대용량데이터분산처리,빅데이터,빅데이터분석",999,tableau,마케팅,2020,171,3748,중소기업,999,161억,nan,999,2.8,2.3,2.3,3.1,3.3,2.4,35,40,27,999,100,88,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1270018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,118,"잡플래닛,사람인",데이터분석가,콘센트릭스서비스코리아catalyst,ga/aa데이터분석(사원대리과장급),ga/aa데이터분석가,2024.6.2,1,1,10,학력무관,999,999,서류전형-1차면접-2차면접-최종합격,정규직,주5일(월~금)09:00~18:00,서울,강남,999,"데이터분석,퍼포먼스마케팅,ga,adobeanalytics,데이터구조,excel","능동적인마인드,커뮤니케이션,디지털광고및캠페인에대한이해,영어로소통","sql,excel,microsoftoffice,googleanalytics",999,999,999,마케팅,2014,"1,327","3,962",중소기업,999,"1,269억9,932만원",nan,사람인지원,2.5,2.3,2.8,2.6,2.6,2.1,24,32,18,"수평적인기업문화,퇴사율10%이하,다양한근무지원제도운영,",1068,1118,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1267923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,119,잡플래닛,데이터분석가,드림어스컴퍼니,검색운영담당자,검색운영담당자,2024.6.14,0,3,11,[우대]관련학사,it,999,999,정규직,999,서울,서초,999,"데이터베이스,검색시스템,데이터구조,데이터추출,검색운영기획,플랫폼서비스","논리적사고,인사이트도출,커뮤니케이션,경력3년",없음,999,"관련전공,관련자격증","sql,mysql",엔터테인먼트,1999,342,5652,대기업,999,2396.1억,nan,999,2.7,2.3,3.5,3.0,2.5,2.3,34,41,18,"인원급성장
퇴사율5%이하
301~1,000명
설립10년이상
대출지원
건강검진
통신비
재택근무
연봉상위11~20%
it,컨텐츠",72,78,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1269367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,120,잡플래닛,데이터분석가,미리디,데이터챕터리드,데이터분석가,2024.5.1,1,6,15,[우대]관련학사,통계,999,"⦁[서류전형]-[1차인터뷰]-[2차인터뷰]-[처우협의]-[입사]의프로세스로진행됩니다.
⦁서류는원활한검토를위해pdf형식으로제출부탁드립니다.
⦁2차인터뷰의경우,직무/직급에따라생략될수있습니다.
⦁직무에따라코딩테스트,과제전형이추가될수있습니다.
⦁직무/직급관계없이입사후3개월의수습기간및수습평가가진행됩니다.(급여100%)
⦁서류전형결과안내까지는최대2주,인터뷰결과안내까지는최대3주가소요됩니다.
⦁여러포지션동시지원은가능하지만동일한포지션의경우최종결과안내를받은시점으로부터6개월후에재지원이가능합니다",정규직,999,서울,구로,999,"데이터분석,데이터처리,대시보드구축,데이터시각화,코드작성","팀리딩,논리적사고,경력6년","sql,tableau,microsoftoffice,excel,googledatastudio,googlesheets,python,r","데이터분석,통계분석,통계,온라인광고플랫폼,머신러닝,딥러닝,모델링","팀리딩,프로젝트리딩,인사이트도출,액션도출,문제해결능력,통계전공",999,응용소프트웨어개발,2008,282,4111,스타트업,999,"330억9,757만원",nan,999,3.2,2.9,3.6,3.6,3.0,3.0,48,65,45,999,92,156,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1265930,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,121,잡플래닛,데이터분석가,아슈리온코리아(유),programriskmanager,프로그램리스크매니저,2024.6.17,1,8,12,999,999,999,"1차서류리뷰-이력서및자기소개서확인
2차대면혹은화상면접-담당매니저및유관부서매니저
3차대면혹은화상면접-부서장및인사팀면접
최종결과발표",정규직,999,서울,종로,999,"sql고급능력,데이터수집,데이터가공,데이터분석,비즈니스분석,사기탐지,재무,보험,리스크관리","논리적사고,커뮤니케이션,영어로소통,독립적,협업능력,방향성제시,문제해결능력,문제정의","sql,microsoftoffice,excel",999,999,999,응용소프트웨어개발,999,97,6642,중소기업,999,999,nan,999,3.2,4.1,3.7,3.2,2.8,2.9,51,67,29,999,999,999,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1269546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,122,잡플래닛,데이터분석가,넥슨코리아,데이터분석가(개인화콘텐츠),데이터분석가,2024.5.28,1,2,7,[우대]관련학사,"통계,머신러닝,딥러닝",999,서류전형→*코딩테스트→면접전형→최종합격,정규직,999,경기,성남,999,"사용자행동로그,데이터가공","게임플레이경험,게임및게임유저에대한이해도","python,sql","데이터분석,app/web서비스데이터,사용자행동로그,통계,머신러닝,딥러닝,모델링,게임데이터","프로젝트경험,관련전공,분석프로세스경험,경력2년",999,게임,2005,"3,756",6082,대기업,999,1.9조원,nan,999,3.8,3.7,3.6,3.8,3.3,2.9,76,59,38,"연봉업계평균이상,지속성장중인기업,퇴사율10%이하,보육시설

어학교육

사내식당

동호회

인공지능

연봉상위6~10%

인원급성장

1,001~10,000명

설립10년이상

퇴사율5%이하

셔틀버스

it,컨텐츠",476,641,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1267634,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,123,"잡플래닛,사람인",데이터분석가,콘센트릭스서비스코리아catalyst,데이터분석(태깅),데이터분석가,2024.5.16,1,1,15,학력무관,nan,"이력서,자기소개서","서류전형->1차면접->2차면접->최종합격
*단계별합격자에한해개별연락드리고있습니다.",정규직,주5일(월~금)09:00~18:00,서울,강남,999,데이터분석,"적극적이고능동적인마인드,커뮤니케이션,영어로소통,신입","googleanalytics,adobeanalytics,excel,microsoftoffice","웹사이트기획,운영,app/web서비스데이터",app/web의구조이해,"googleanalytics,adobeanalytics,jira,confluence,cms",마케팅,2014,"1,327","3,962",중소기업,999,"1,269억9,932만원",nan,"사람인지원,이메일지원",2.5,2.3,2.8,2.6,2.6,2.1,24,32,18,"수평적인기업문화,퇴사율10%이하,다양한근무지원제도운영,",1068,1118,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1263709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,124,잡플래닛,데이터분석가,알체라,ml연구원/engineer(이상상황감지),ml엔지니어,2024.6.2,1,0,0,석사,999,999,서류전형-jobfitinterview-culturefitinterview-처우협의-채용검진-최종입사,정규직,999,경기,성남,999,"ml,dl,머신러닝,딥러닝,모델링,코딩","논문리딩,세미나,기본코딩,포트폴리오","mmdet,detectron2,pytorch,tensorflow","머신러닝,모델링","cvpr,iccv,eccv,해외학회/저널논문보유,관련전공,박사,경력",999,응용소프트웨어개발,2016,226,4557,중소기업,999,100억,nan,999,2.9,2.7,3.0,3.0,2.8,2.6,37,48,28,999,365,337,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1255674,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,125,잡플래닛,데이터분석가,번개장터,seniordataanalyst(팀리드),데이터분석가,2024.6.26,1,8,20,999,nan,999,서류전형>1차인터뷰>2차인터뷰>최종합격,정규직,999,서울,서초,999,"데이터분석,비즈니스분석,그로스해킹,데이터시각화,통계,데이터전처리,데이터가공,대시보드구축","팀리딩,리더십,커뮤니케이션,문제해결,인사이트도출,가설검증,","sql,python,r,redash,tableau,bi","지표설정,중고거래,이커머스,a/b테스트,데이터분석","프로젝트주도경험,통계적사고,스타트업경험,프로젝트경험,문제해결능력","awsathena,redshift,googleanalytics,tableau,redash,jupyter",이커머스,2011,186,5847,스타트업,999,"304억7,517만원",nan,999,3.5,3.0,3.9,3.5,3.2,3.0,59,62,41,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,음료

간식

건강검진

세미나참가비

재택근무

스타트업

인공지능

연봉업계평균이상

51~300명

설립10년이상

퇴사율5%이하

it,컨텐츠",103,71,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1270403,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,126,잡플래닛,데이터분석가,아이나비시스템즈,gisdb및컨텐츠(poi)구축담당자모집,"gisdb,컨텐츠구축(poi)",2024.6.4,0,1,999,999,999,"이력서및자기소개서:온라인양식(희망연봉기재),포트폴리오(해당시)",서류전형>1차실무인터뷰>2차컬쳐핏인터뷰>최종합격,정규직,999,경기,성남,999,"데이터분석,공간정보,데이터베이스","원만한대인관계,커뮤니케이션,신입",없음,"gisdb구축,내비게이션데이터,프로그래밍툴","내비게이션데이터이해,관련자격증,관련전공","qgis,sql,python",응용소프트웨어개발,1998,182,4547,중소기업,999,"115억2,112만원",nan,999,2.9,2.1,3.4,3.0,2.8,2.5,34,39,17,999,46,68,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1255652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,127,"잡플래닛,워크넷",데이터분석가,핀다,데이터분석가,데이터분석가,2024.5.27,1,5,15,학력무관,nan,"이력서,자기소개서,포트폴리오",서류전형>1차인터뷰>2차인터뷰>3차인터뷰>레퍼런스체크>처우협의>최종합격,정규직,999,서울,강남,999,"데이터분석,데이터추출,통계","분석적사고,문제정의,가설검증,인사이트도출,경력7년","python,sql,tableau,git","핀테크서비스,데이터분석,모델링,머신러닝,딥러닝,대출관련분석,데이터시각화",서비스개선경험,tableau,금융,2015,146,5787,중소기업,999,434억,nan,홈페이지지원,3.7,3.3,3.7,3.5,3.5,3.4,51,59,49,"연봉업계평균이상,일한만큼받는보상,수평적인기업문화,커피

건강검진

택시비

재택근무

스타트업

산업기능요원

성과급

스톡옵션

연봉상위11~20%

51~300명

설립4~9년

퇴사율5%이하

금융",49,31,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1267600,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,잡플래닛,데이터분석가,하이퍼커넥트,corporatedataanalyst,데이터분석가,2024.6.6,1,7,12,"[우대]관련석사,박사",nan,자유양식의상세경력기반국문또는영문이력서(pdf),서류전형>recruitercall>1차면접>2차면접>3차면접(해당시)>최종합격,정규직,999,서울,강남,999,"데이터분석,빅데이터,데이터시각화,머신러닝,모델링,마케팅,재무","커뮤니케이션,통찰력,인사이트도출,영어로소통,경력7년","sql,python,tableau","통계,데이터분석,최적화,머신러닝,모델링,딥러닝","관련전공,석사,박사","bigquery,airflow",응용소프트웨어개발,2014,341,6032,대기업,999,1819.5억,nan,999,3.2,3.6,3.8,3.2,3.0,2.3,54,44,31,999,105,90,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1268605,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,잡플래닛,데이터분석가,피알원,데이터애널리스트(리서쳐)경력직,데이터분석가,2024.5.21,1,1,6,대졸(4년),nan,999,서류전형>1차면접>2차면접>최종합격,정규직,999,서울,서대문,999,"데이터마이닝,데이터분석,빅데이터,사회통계분석","조사설계,논리적사고,분석적사고,문제정의,가설검증,인사이트도출",없음,999,"대형리서치펌,빅데이터관련기업경력보유",999,마케팅,2008,193,4610,중소기업,999,322.6억,nan,999,2.9,3.0,2.2,2.9,3.2,2.5,46,54,15,"연봉업계평균이상
인원급성장
퇴사율6~10%
51~300명
설립10년이상
직무교육
기타서비스업",68,75,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1267143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,잡플래닛,데이터분석가,쿠팡,cs교육기획및데이터분석전문가(cslearning&development),데이터분석가,2024.6.17,1,5,10,999,nan,999,서류전형-전화면접-대면(화상)면접–최종합격,정규직,999,서울,송파,999,"교육프로그램기획,cs서비스기획,프로젝트관리,데이터분석,데이터수집,비즈니스분석","문제정의,가설검증,인사이트도출,경력5년",없음,"데이터시각화,데이터분석","서비스개선,프로젝트경험","tableau,powerbi",이커머스,2013,10485,"4,898",대기업,999,"30조6,640억300만원",nan,999,3.2,3.0,3.1,3.2,2.8,2.7,47,57,43,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,스타트업

연봉업계평균이상

10,001명이상

설립10년이상

퇴사율5%이하

it,컨텐츠",12878,5708,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1269452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,131,잡플래닛,데이터분석가,쿠팡,로켓배송재고기획분석전문가(ohlinstockplanning),데이터분석가,2024.6.17,1,5,10,학사,nan,역량과성과중심의영문/국문이력서1부제출(※영문이력서필수),서류전형-전화면접-대면(화상)면접–최종합격,정규직,999,서울,송파,999,"sql중급능력,데이터분석,비즈니스분석,지표설정,통계,","유연성,적응력,커뮤니케이션,가설검증,인사이트도출,학사,경력5년",없음,"리테일,이커머스,데이터분석,프로덕트분석","영어로소통,자기주도적,적극성,문제해결능력",999,이커머스,2013,10485,"4,898",대기업,999,"30조6,640억300만원",nan,999,3.2,3.0,3.1,3.2,2.8,2.7,47,57,43,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,스타트업

연봉업계평균이상

10,001명이상

설립10년이상

퇴사율5%이하

it,컨텐츠",12878,5708,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1269439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,"잡플래닛,링크드인",데이터분석가,쿠팡,staffdataanalyst(coupangplay),데이터분석가,2024.6.17,1,8,13,관련학사,"컴퓨터과학,정보시스템학사/학사학위또는비즈니스인텔리전스,데이터분석,데이터과학,데이터엔지니어링","이력서,포트폴리오",서류전형>기술면접>비대면면접>처우협의,정규직,풀타임,서울,송파구/재,999,"데이터분석,데이터사이언스,데이터엔지니어링,비정형데이터,데이터마트,데이터파이프라인,데이터시각화,대시보드구축","팀리딩,독립적,문제해결능력,멀티태스킹,프로젝트관리,빠른환경,이공계열학위,경력8년","airflow,hive,presto,powerbi,tableau,cognos,businessobjects,qlikview","모델링,머신러닝,딥러닝,스키마디자인,ott비디오스트리밍,통계,데이터분석","ott산업에대한경험,학습의지,영어로소통","python,r,sas,matlab",이커머스,2013,10485,"4,898",대기업,999,20.3조,nan,999,3.2,3.0,3.1,3.2,2.8,2.7,47,57,43,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,스타트업

연봉업계평균이상

10,001명이상

설립10년이상

퇴사율5%이하

it,컨텐츠",12878,5708,"https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1269527,https://www.linkedin.com/jobs/search/?currentjobid=3837554791&distance=25&geoid=105149562&keywords=data%20analyst&origin=jobs_home_keyword_history&refresh=true",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
133,133,잡플래닛,데이터분석가,바비톡,dataanalyst(senior),데이터분석가,2024.6.12,1,7,12,999,nan,999,서류전형→1차실무/컬처인터뷰→2차인터뷰→처우협의→입사,정규직,999,서울,강남,999,"데이터분석,빅데이터,funnel분석,코호트분석,retention,a/b테스트,클라우드환경,clv,app/web서비스데이터,사용자행동로그,통계","커뮤니케이션,문제정의,가설검증,분석방법론,인사이트도출,경력7년","sql,amazonathena,googlebigquery,amazonredshift,snowflake,amplitude,googleanalytics,firebase","데이터시각화,데이터분석,빅데이터,데이터적재,데이터가공","스타트업경험,agile한조직경험","tableau,amazonquicksight,python,r,spark",의료,2014,77,6302,중소기업,999,"223억5,455만원",nan,999,3.5,3.7,3.5,3.5,3.0,2.7,57,62,38,999,999,999,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1269248,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
134,134,"잡플래닛,잡코리아",데이터분석가,넥슨코리아,데이터분석가(게임이상탐지),데이터분석가,2024.5.28,1,0,0,학력무관,nan,이력서,서류전형→*과제전형→면접전형→최종합격,정규직,주5일제,경기,성남,999,"데이터분석,featureengineering,모델링,머신러닝,통계,데이터처리,프로그래밍언어","논리적사고,분석적사고,가설검증,인사이트도출,자기동기부여","sql,python","통계,머신러닝,데이터분석,모델링,이상탐지","서비스개선경험,개발경험",999,게임,1994,"3,756","6,082",대기업,비상장,3조9000억,nan,홈페이지지원,3.8,3.7,3.6,3.8,3.3,2.9,76,59,38,"연봉업계평균이상,지속성장중인기업,퇴사율10%이하,보육시설

어학교육

사내식당

동호회

인공지능

연봉상위6~10%

인원급성장

1,001~10,000명

설립10년이상

퇴사율5%이하

셔틀버스

it,컨텐츠",476,641,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1267588,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
